"state","mmwr_year","mmwr_week","cases"
"ID",2022,11,4721
"ID",2022,12,2534
"ID",2022,13,639
"ID",2022,14,612
"ID",2022,15,382
"ID",2022,16,441
"ID",2022,17,472
"ID",2022,18,728
"ID",2022,19,992
"ID",2022,20,1214
"ID",2022,21,1583
"ID",2022,22,1748
"ID",2022,23,2492
"ID",2022,24,2449
"ID",2022,25,2498
"ID",2022,26,3455
"ID",2022,27,3028
"ID",2022,28,4450
"ID",2022,29,3693
"ID",2022,30,3534
"ID",2022,31,2922
"ID",2022,32,2649
"ID",2022,33,2234
"ID",2022,34,1840
"ID",2022,35,2071
"ID",2022,36,1546
"ID",2022,37,1634
"ID",2022,38,1500
"ID",2022,39,1404
"ID",2022,40,1116
"ID",2022,41,1110
"ID",2022,42,1079
"ID",2022,43,1039
"ID",2022,44,1031
"ID",2022,45,1246
"ID",2022,46,1241
"ID",2022,47,1424
"ID",2022,48,1462
"ID",2022,49,1638
"ID",2022,50,1329
"ID",2022,51,1336
"ID",2022,52,1066
"ID",2023,1,1124
"ID",2023,2,942
"ID",2023,3,658
"ID",2023,4,677
"ID",2023,5,704
"ID",2023,6,872
"ID",2023,7,962
"ID",2023,8,891
"ID",2023,9,1386
"ID",2023,10,1302
"ID",2023,11,969
"ID",2023,12,730
"ID",2023,13,642
"ID",2023,14,608
"ID",2023,15,575
"ID",2023,16,396
"ID",2023,17,431
"ID",2023,18,355
"ID",2023,19,293
"IL",2020,4,0
"IL",2020,5,1
"IL",2020,6,1
"IL",2020,7,0
"IL",2020,8,0
"IL",2020,9,0
"IL",2020,10,2
"IL",2020,11,21
"IL",2020,12,248
"IL",2020,13,1591
"IL",2020,14,5118
"IL",2020,15,8103
"IL",2020,16,9510
"IL",2020,17,10518
"IL",2020,18,15243
"IL",2020,19,17875
"IL",2020,20,16458
"IL",2020,21,15729
"IL",2020,22,13894
"IL",2020,23,9511
"IL",2020,24,6010
"IL",2020,25,4351
"IL",2020,26,4356
"IL",2020,27,5470
"IL",2020,28,6538
"IL",2020,29,7265
"IL",2020,30,8668
"IL",2020,31,9883
"IL",2020,32,11390
"IL",2020,33,12164
"IL",2020,34,13305
"IL",2020,35,13824
"IL",2020,36,13297
"IL",2020,37,15270
"IL",2020,38,12624
"IL",2020,39,13065
"IL",2020,40,14420
"IL",2020,41,14614
"IL",2020,42,20300
"IL",2020,43,28163
"IL",2020,44,35000
"IL",2020,45,50003
"IL",2020,46,80037
"IL",2020,47,82931
"IL",2020,48,78696
"IL",2020,49,63136
"IL",2020,50,63828
"IL",2020,51,58170
"IL",2020,52,47465
"IL",2020,53,37315
"IL",2021,1,43907
"IL",2021,2,46742
"IL",2021,3,35330
"IL",2021,4,30826
"IL",2021,5,22045
"IL",2021,6,18764
"IL",2021,7,13718
"IL",2021,8,12630
"IL",2021,9,12175
"IL",2021,10,11191
"IL",2021,11,11057
"IL",2021,12,13938
"IL",2021,13,16883
"IL",2021,14,20872
"IL",2021,15,23476
"IL",2021,16,20617
"IL",2021,17,18903
"IL",2021,18,17941
"IL",2021,19,13351
"IL",2021,20,10591
"IL",2021,21,8054
"IL",2021,22,4664
"IL",2021,23,3196
"IL",2021,24,2059
"IL",2021,25,1571
"IL",2021,26,1861
"IL",2021,27,2497
"IL",2021,28,4173
"IL",2021,29,6056
"IL",2021,30,11104
"IL",2021,31,14692
"IL",2021,32,20829
"IL",2021,33,23191
"IL",2021,34,24737
"IL",2021,35,29098
"IL",2021,36,26216
"IL",2021,37,28056
"IL",2021,38,22928
"IL",2021,39,18844
"IL",2021,40,19829
"IL",2021,41,16891
"IL",2021,42,14910
"IL",2021,43,14479
"IL",2021,44,15509
"IL",2021,45,21852
"IL",2021,46,24868
"IL",2021,47,32398
"IL",2021,48,31094
"IL",2021,49,51918
"IL",2021,50,53522
"IL",2021,51,80926
"IL",2021,52,116802
"IL",2022,1,176283
"IL",2022,2,227508
"IL",2022,3,186521
"IL",2022,4,157825
"IL",2022,5,71800
"IL",2022,6,42977
"IL",2022,7,25845
"IL",2022,8,14656
"IL",2022,9,12054
"IL",2022,10,7814
"IL",2022,11,8124
"IL",2022,12,7560
"IL",2022,13,8454
"IL",2022,14,9991
"IL",2022,15,12108
"IL",2022,16,17927
"IL",2022,17,21527
"IL",2022,18,29317
"IL",2022,19,37793
"IL",2022,20,42043
"IL",2022,21,37068
"IL",2022,22,32406
"IL",2022,23,35779
"IL",2022,24,28720
"IL",2022,25,26866
"IL",2022,26,27851
"IL",2022,27,25770
"IL",2022,28,34340
"IL",2022,29,30281
"IL",2022,30,34220
"IL",2022,31,33419
"IL",2022,32,27406
"IL",2022,33,24647
"IL",2022,34,25280
"IL",2022,35,26207
"IL",2022,36,21368
"IL",2022,37,19383
"IL",2022,38,15489
"IL",2022,39,14506
"IL",2022,40,10985
"IL",2022,41,10703
"IL",2022,42,10191
"IL",2022,43,14490
"IL",2022,44,13666
"IL",2022,45,14408
"IL",2022,46,13214
"IL",2022,47,14914
"IL",2022,48,16575
"IL",2022,49,22559
"IL",2022,50,22622
"IL",2022,51,24295
"IL",2022,52,16279
"IL",2023,1,17368
"IL",2023,2,17313
"IL",2023,3,10967
"IL",2023,4,10923
"IL",2023,5,10138
"IL",2023,6,10234
"IL",2023,7,10812
"IL",2023,8,11249
"IL",2023,9,10772
"IL",2023,10,10319
"IL",2023,11,8967
"IL",2023,12,8560
"IL",2023,13,8177
"IL",2023,14,7284
"IL",2023,15,5767
"IL",2023,16,5578
"IL",2023,17,4192
"IL",2023,18,3992
"IL",2023,19,851
"IN",2020,4,0
"IN",2020,5,0
"IN",2020,6,0
"IN",2020,7,0
"IN",2020,8,0
"IN",2020,9,0
"IN",2020,10,0
"IN",2020,11,11
"IN",2020,12,27
"IN",2020,13,441
"IN",2020,14,2084
"IN",2020,15,3383
"IN",2020,16,3004
"IN",2020,17,3494
"IN",2020,18,4727
"IN",2020,19,4699
"IN",2020,20,3609
"IN",2020,21,3798
"IN",2020,22,3156
"IN",2020,23,3280
"IN",2020,24,2625
"IN",2020,25,2652
"IN",2020,26,2148
"IN",2020,27,2813
"IN",2020,28,3119
"IN",2020,29,4291
"IN",2020,30,5316
"IN",2020,31,5619
"IN",2020,32,5670
"IN",2020,33,6562
"IN",2020,34,5807
"IN",2020,35,7027
"IN",2020,36,6391
"IN",2020,37,5734
"IN",2020,38,6327
"IN",2020,39,5521
"IN",2020,40,6687
"IN",2020,41,8217
"IN",2020,42,11030
"IN",2020,43,13127
"IN",2020,44,16716
"IN",2020,45,22652
"IN",2020,46,32610
"IN",2020,47,43848
"IN",2020,48,44299
"IN",2020,49,38453
"IN",2020,50,47443
"IN",2020,51,42433
"IN",2020,52,35688
"IN",2020,53,28482
"IN",2021,1,34209
"IN",2021,2,34890
"IN",2021,3,24194
"IN",2021,4,18863
"IN",2021,5,14157
"IN",2021,6,11972
"IN",2021,7,8148
"IN",2021,8,6592
"IN",2021,9,5466
"IN",2021,10,5654
"IN",2021,11,5269
"IN",2021,12,5607
"IN",2021,13,6452
"IN",2021,14,6960
"IN",2021,15,8519
"IN",2021,16,8639
"IN",2021,17,6952
"IN",2021,18,7796
"IN",2021,19,6451
"IN",2021,20,5472
"IN",2021,21,4417
"IN",2021,22,2780
"IN",2021,23,3323
"IN",2021,24,2366
"IN",2021,25,1942
"IN",2021,26,1818
"IN",2021,27,2150
"IN",2021,28,2983
"IN",2021,29,3776
"IN",2021,30,5788
"IN",2021,31,8799
"IN",2021,32,13502
"IN",2021,33,18619
"IN",2021,34,24423
"IN",2021,35,28967
"IN",2021,36,26314
"IN",2021,37,29441
"IN",2021,38,23439
"IN",2021,39,18875
"IN",2021,40,17747
"IN",2021,41,15247
"IN",2021,42,12506
"IN",2021,43,11288
"IN",2021,44,11547
"IN",2021,45,14259
"IN",2021,46,18193
"IN",2021,47,22697
"IN",2021,48,22701
"IN",2021,49,32962
"IN",2021,50,30804
"IN",2021,51,29971
"IN",2021,52,33993
"IN",2022,1,64561
"IN",2022,2,94094
"IN",2022,3,96929
"IN",2022,4,84304
"IN",2022,5,61215
"IN",2022,6,19106
"IN",2022,7,16171
"IN",2022,8,7329
"IN",2022,9,4037
"IN",2022,10,3329
"IN",2022,11,1922
"IN",2022,12,1746
"IN",2022,13,1381
"IN",2022,14,1200
"IN",2022,15,1322
"IN",2022,16,2171
"IN",2022,17,5034
"IN",2022,18,4615
"IN",2022,19,5888
"IN",2022,20,7222
"IN",2022,21,9323
"IN",2022,22,7753
"IN",2022,23,9549
"IN",2022,24,7986
"IN",2022,25,8950
"IN",2022,26,10127
"IN",2022,27,10082
"IN",2022,28,12342
"IN",2022,29,12836
"IN",2022,30,15853
"IN",2022,31,14392
"IN",2022,32,16343
"IN",2022,33,13478
"IN",2022,34,15018
"IN",2022,35,13272
"IN",2022,36,9430
"IN",2022,37,7334
"IN",2022,38,5299
"IN",2022,39,4131
"IN",2022,40,3652
"IN",2022,41,0
"IN",2022,42,7457
"IN",2022,43,4463
"IN",2022,44,5143
"IN",2022,45,5311
"IN",2022,46,5478
"IN",2022,47,5924
"IN",2022,48,6336
"IN",2022,49,11535
"IN",2022,50,9725
"IN",2022,51,9236
"IN",2022,52,6507
"IN",2023,1,9151
"IN",2023,2,6067
"IN",2023,3,2960
"IN",2023,4,4031
"IN",2023,5,4490
"IN",2023,6,4420
"IN",2023,7,4846
"IN",2023,8,4344
"IN",2023,9,4553
"IN",2023,10,3482
"IN",2023,11,3429
"IN",2023,12,3510
"IN",2023,13,2387
"IN",2023,14,2684
"IN",2023,15,2766
"IN",2023,16,2373
"IN",2023,17,4177
"IN",2023,18,2200
"IN",2023,19,1696
"KS",2020,4,0
"KS",2020,5,0
"KS",2020,6,0
"KS",2020,7,0
"KS",2020,8,0
"KS",2020,9,0
"KS",2020,10,0
"KS",2020,11,1
"KS",2020,12,19
"KS",2020,13,113
"KS",2020,14,351
"KS",2020,15,563
"KS",2020,16,454
"KS",2020,17,816
"KS",2020,18,1464
"KS",2020,19,2003
"KS",2020,20,1616
"KS",2020,21,1024
"KS",2020,22,776
"KS",2020,23,740
"KS",2020,24,636
"KS",2020,25,880
"KS",2020,26,1254
"KS",2020,27,1866
"KS",2020,28,2724
"KS",2020,29,2998
"KS",2020,30,3132
"KS",2020,31,3062
"KS",2020,32,2689
"KS",2020,33,2806
"KS",2020,34,3314
"KS",2020,35,4411
"KS",2020,36,3946
"KS",2020,37,3512
"KS",2020,38,3249
"KS",2020,39,5890
"KS",2020,40,4533
"KS",2020,41,4169
"KS",2020,42,5299
"KS",2020,43,5527
"KS",2020,44,7240
"KS",2020,45,10169
"KS",2020,46,16905
"KS",2020,47,19582
"KS",2020,48,19333
"KS",2020,49,14608
"KS",2020,50,17809
"KS",2020,51,15020
"KS",2020,52,15120
"KS",2020,53,12451
"KS",2021,1,14134
"KS",2021,2,14986
"KS",2021,3,11344
"KS",2021,4,9281
"KS",2021,5,6468
"KS",2021,6,5936
"KS",2021,7,3828
"KS",2021,8,4088
"KS",2021,9,2248
"KS",2021,10,2074
"KS",2021,11,1542
"KS",2021,12,1425
"KS",2021,13,1407
"KS",2021,14,1388
"KS",2021,15,1539
"KS",2021,16,1487
"KS",2021,17,1604
"KS",2021,18,1546
"KS",2021,19,1249
"KS",2021,20,1213
"KS",2021,21,1124
"KS",2021,22,849
"KS",2021,23,924
"KS",2021,24,804
"KS",2021,25,784
"KS",2021,26,1052
"KS",2021,27,1451
"KS",2021,28,1582
"KS",2021,29,2946
"KS",2021,30,4778
"KS",2021,31,4346
"KS",2021,32,11780
"KS",2021,33,7434
"KS",2021,34,9951
"KS",2021,35,10807
"KS",2021,36,9696
"KS",2021,37,10804
"KS",2021,38,8253
"KS",2021,39,6919
"KS",2021,40,6536
"KS",2021,41,5966
"KS",2021,42,5519
"KS",2021,43,5850
"KS",2021,44,5433
"KS",2021,45,6820
"KS",2021,46,7820
"KS",2021,47,8271
"KS",2021,48,8693
"KS",2021,49,12422
"KS",2021,50,11153
"KS",2021,51,12146
"KS",2021,52,14113
"KS",2022,1,30068
"KS",2022,2,31867
"KS",2022,3,79148
"KS",2022,4,49072
"KS",2022,5,28962
"KS",2022,6,10071
"KS",2022,7,11679
"KS",2022,8,3509
"KS",2022,9,2593
"KS",2022,10,1361
"KS",2022,11,821
"KS",2022,12,532
"KS",2022,13,492
"KS",2022,14,242
"KS",2022,15,948
"KS",2022,16,1274
"KS",2022,17,1408
"KS",2022,18,1585
"KS",2022,19,1877
"KS",2022,20,5466
"KS",2022,21,3133
"KS",2022,22,3217
"KS",2022,23,4666
"KS",2022,24,3985
"KS",2022,25,4103
"KS",2022,26,5072
"KS",2022,27,5390
"KS",2022,28,7394
"KS",2022,29,7641
"KS",2022,30,7510
"KS",2022,31,6715
"KS",2022,32,6579
"KS",2022,33,5421
"KS",2022,34,5095
"KS",2022,35,5737
"KS",2022,36,4547
"KS",2022,37,4002
"KS",2022,38,2812
"KS",2022,39,2593
"KS",2022,40,1644
"KS",2022,41,2947
"KS",2022,42,1912
"KS",2022,43,2123
"KS",2022,44,2385
"KS",2022,45,2725
"KS",2022,46,2582
"KS",2022,47,3070
"KS",2022,48,3588
"KS",2022,49,4252
"KS",2022,50,4128
"KS",2022,51,4217
"KS",2022,52,2709
"KS",2023,1,2842
"KS",2023,2,2335
"KS",2023,3,1938
"KS",2023,4,2151
"KS",2023,5,2162
"KS",2023,6,1963
"KS",2023,7,2057
"KS",2023,8,1975
"KS",2023,9,1942
"KS",2023,10,1747
"KS",2023,11,1368
"KS",2023,12,1289
"KS",2023,13,1219
"KS",2023,14,1006
"KS",2023,15,902
"KS",2023,16,728
"KS",2023,17,572
"KS",2023,18,485
"KS",2023,19,486
"KY",2020,4,0
"KY",2020,5,0
"KY",2020,6,0
"KY",2020,7,0
"KY",2020,8,0
"KY",2020,9,0
"KY",2020,10,0
"KY",2020,11,8
"KY",2020,12,20
"KY",2020,13,166
"KY",2020,14,427
"KY",2020,15,528
"KY",2020,16,1071
"KY",2020,17,1153
"KY",2020,18,1149
"KY",2020,19,1411
"KY",2020,20,918
"KY",2020,21,1321
"KY",2020,22,901
"KY",2020,23,1336
"KY",2020,24,1469
"KY",2020,25,1113
"KY",2020,26,1372
"KY",2020,27,1480
"KY",2020,28,2077
"KY",2020,29,2759
"KY",2020,30,3863
"KY",2020,31,4181
"KY",2020,32,4005
"KY",2020,33,4218
"KY",2020,34,3981
"KY",2020,35,4310
"KY",2020,36,4753
"KY",2020,37,3989
"KY",2020,38,4767
"KY",2020,39,4767
"KY",2020,40,5328
"KY",2020,41,7747
"KY",2020,42,6425
"KY",2020,43,7985
"KY",2020,44,10498
"KY",2020,45,11507
"KY",2020,46,14342
"KY",2020,47,17408
"KY",2020,48,21387
"KY",2020,49,20625
"KY",2020,50,22370
"KY",2020,51,21519
"KY",2020,52,19402
"KY",2020,53,14773
"KY",2021,1,32221
"KY",2021,2,25778
"KY",2021,3,21298
"KY",2021,4,18395
"KY",2021,5,15664
"KY",2021,6,12832
"KY",2021,7,7679
"KY",2021,8,8078
"KY",2021,9,5757
"KY",2021,10,4758
"KY",2021,11,4052
"KY",2021,12,3899
"KY",2021,13,3670
"KY",2021,14,3362
"KY",2021,15,4185
"KY",2021,16,3680
"KY",2021,17,3585
"KY",2021,18,3694
"KY",2021,19,3058
"KY",2021,20,2613
"KY",2021,21,2094
"KY",2021,22,1458
"KY",2021,23,1486
"KY",2021,24,1254
"KY",2021,25,1081
"KY",2021,26,1165
"KY",2021,27,1418
"KY",2021,28,2826
"KY",2021,29,4672
"KY",2021,30,7885
"KY",2021,31,12258
"KY",2021,32,17539
"KY",2021,33,23725
"KY",2021,34,29569
"KY",2021,35,33192
"KY",2021,36,30529
"KY",2021,37,31240
"KY",2021,38,25826
"KY",2021,39,19195
"KY",2021,40,16244
"KY",2021,41,12329
"KY",2021,42,8911
"KY",2021,43,7686
"KY",2021,44,7139
"KY",2021,45,8518
"KY",2021,46,9650
"KY",2021,47,11619
"KY",2021,48,12729
"KY",2021,49,16345
"KY",2021,50,15375
"KY",2021,51,16777
"KY",2021,52,27656
"KY",2022,1,56181
"KY",2022,2,72901
"KY",2022,3,95189
"KY",2022,4,86857
"KY",2022,5,61239
"KY",2022,6,42173
"KY",2022,7,13241
"KY",2022,8,13287
"KY",2022,9,7169
"KY",2022,10,4264
"KY",2022,11,3029
"KY",2022,12,1855
"KY",2022,13,1409
"KY",2022,14,1340
"KY",2022,15,1578
"KY",2022,16,2091
"KY",2022,17,431
"KY",2022,18,3936
"KY",2022,19,5654
"KY",2022,20,7218
"KY",2022,21,8669
"KY",2022,22,7685
"KY",2022,23,10053
"KY",2022,24,9102
"KY",2022,25,9725
"KY",2022,26,12089
"KY",2022,27,12653
"KY",2022,28,15543
"KY",2022,29,17435
"KY",2022,30,17464
"KY",2022,31,16354
"KY",2022,32,15450
"KY",2022,33,16380
"KY",2022,34,20021
"KY",2022,35,18864
"KY",2022,36,13175
"KY",2022,37,9695
"KY",2022,38,6930
"KY",2022,39,5120
"KY",2022,40,4402
"KY",2022,41,4200
"KY",2022,42,4194
"KY",2022,43,4897
"KY",2022,44,5538
"KY",2022,45,5270
"KY",2022,46,4526
"KY",2022,47,5151
"KY",2022,48,6009
"KY",2022,49,6871
"KY",2022,50,7657
"KY",2022,51,7816
"KY",2022,52,6190
"KY",2023,1,6855
"KY",2023,2,6674
"KY",2023,3,5845
"KY",2023,4,6290
"KY",2023,5,5948
"KY",2023,6,6311
"KY",2023,7,5797
"KY",2023,8,4736
"KY",2023,9,4098
"KY",2023,10,3216
"KY",2023,11,2993
"KY",2023,12,3148
"KY",2023,13,3025
"KY",2023,14,2217
"KY",2023,15,1820
"KY",2023,16,1718
"KY",2023,17,1423
"KY",2023,18,1304
"KY",2023,19,1052
"LA",2020,4,0
"LA",2020,5,0
"LA",2020,6,0
"LA",2020,7,0
"LA",2020,8,0
"LA",2020,9,0
"LA",2020,10,0
"LA",2020,11,5
"LA",2020,12,252
"LA",2020,13,1539
"LA",2020,14,4628
"LA",2020,15,10606
"LA",2020,16,4919
"LA",2020,17,3304
"LA",2020,18,2407
"LA",2020,19,2738
"LA",2020,20,2225
"LA",2020,21,2693
"LA",2020,22,3170
"LA",2020,23,2622
"LA",2020,24,2906
"LA",2020,25,4235
"LA",2020,26,4228
"LA",2020,27,7701
"LA",2020,28,9973
"LA",2020,29,13984
"LA",2020,30,15219
"LA",2020,31,13419
"LA",2020,32,13170
"LA",2020,33,8361
"LA",2020,34,5596
"LA",2020,35,5822
"LA",2020,36,5002
"LA",2020,37,5151
"LA",2020,38,4001
"LA",2020,39,4013
"LA",2020,40,3566
"LA",2020,41,5170
"LA",2020,42,3614
"LA",2020,43,4912
"LA",2020,44,4679
"LA",2020,45,4358
"LA",2020,46,4523
"LA",2020,47,15212
"LA",2020,48,15716
"LA",2020,49,15697
"LA",2020,50,17590
"LA",2020,51,16625
"LA",2020,52,18379
"LA",2020,53,17300
"LA",2021,1,22283
"LA",2021,2,22328
"LA",2021,3,18744
"LA",2021,4,17829
"LA",2021,5,13826
"LA",2021,6,8483
"LA",2021,7,6300
"LA",2021,8,5907
"LA",2021,9,4864
"LA",2021,10,3711
"LA",2021,11,3478
"LA",2021,12,3248
"LA",2021,13,2643
"LA",2021,14,2771
"LA",2021,15,3049
"LA",2021,16,3702
"LA",2021,17,2955
"LA",2021,18,3451
"LA",2021,19,3203
"LA",2021,20,3051
"LA",2021,21,2786
"LA",2021,22,2411
"LA",2021,23,2421
"LA",2021,24,2130
"LA",2021,25,2139
"LA",2021,26,2529
"LA",2021,27,4333
"LA",2021,28,7036
"LA",2021,29,14041
"LA",2021,30,25070
"LA",2021,31,30368
"LA",2021,32,39621
"LA",2021,33,36502
"LA",2021,34,32794
"LA",2021,35,20939
"LA",2021,36,13322
"LA",2021,37,16297
"LA",2021,38,10210
"LA",2021,39,7656
"LA",2021,40,5910
"LA",2021,41,4902
"LA",2021,42,3554
"LA",2021,43,3712
"LA",2021,44,2952
"LA",2021,45,2937
"LA",2021,46,2763
"LA",2021,47,2660
"LA",2021,48,2786
"LA",2021,49,3076
"LA",2021,50,3629
"LA",2021,51,8996
"LA",2021,52,28690
"LA",2022,1,63321
"LA",2022,2,70392
"LA",2022,3,87308
"LA",2022,4,107955
"LA",2022,5,34568
"LA",2022,6,24872
"LA",2022,7,11701
"LA",2022,8,7638
"LA",2022,9,3078
"LA",2022,10,2231
"LA",2022,11,1272
"LA",2022,12,947
"LA",2022,13,701
"LA",2022,14,968
"LA",2022,15,921
"LA",2022,16,1537
"LA",2022,17,1638
"LA",2022,18,2148
"LA",2022,19,3340
"LA",2022,20,5114
"LA",2022,21,6717
"LA",2022,22,7191
"LA",2022,23,9226
"LA",2022,24,9943
"LA",2022,25,11650
"LA",2022,26,12894
"LA",2022,27,12615
"LA",2022,28,21131
"LA",2022,29,18151
"LA",2022,30,14738
"LA",2022,31,13485
"LA",2022,32,10917
"LA",2022,33,10511
"LA",2022,34,11150
"LA",2022,35,12814
"LA",2022,36,9246
"LA",2022,37,6481
"LA",2022,38,4566
"LA",2022,39,3146
"LA",2022,40,2208
"LA",2022,41,2048
"LA",2022,42,1160
"LA",2022,43,1567
"LA",2022,44,1946
"LA",2022,45,2321
"LA",2022,46,1873
"LA",2022,47,2868
"LA",2022,48,2651
"LA",2022,49,4453
"LA",2022,50,4724
"LA",2022,51,4041
"LA",2022,52,6406
"LA",2023,1,7090
"LA",2023,2,6849
"LA",2023,3,5205
"LA",2023,4,5019
"LA",2023,5,5725
"LA",2023,6,6972
"LA",2023,7,5147
"LA",2023,8,5478
"LA",2023,9,4566
"LA",2023,10,3139
"LA",2023,11,2699
"LA",2023,12,1961
"LA",2023,13,2203
"LA",2023,14,2618
"LA",2023,15,1546
"LA",2023,16,1814
"LA",2023,17,1884
"LA",2023,18,2120
"LA",2023,19,1420
"MA",2020,4,0
"MA",2020,5,1
"MA",2020,6,0
"MA",2020,7,1
"MA",2020,8,0
"MA",2020,9,0
"MA",2020,10,4
"MA",2020,11,126
"MA",2020,12,887
"MA",2020,13,3344
"MA",2020,14,6900
"MA",2020,15,10727
"MA",2020,16,13787
"MA",2020,17,15569
"MA",2020,18,13468
"MA",2020,19,11231
"MA",2020,20,8306
"MA",2020,21,6870
"MA",2020,22,4383
"MA",2020,23,3093
"MA",2020,24,2010
"MA",2020,25,1399
"MA",2020,26,1262
"MA",2020,27,1298
"MA",2020,28,1260
"MA",2020,29,1606
"MA",2020,30,1594
"MA",2020,31,2003
"MA",2020,32,2032
"MA",2020,33,1991
"MA",2020,34,2149
"MA",2020,35,2173
"MA",2020,36,2371
"MA",2020,37,1317
"MA",2020,38,2556
"MA",2020,39,2813
"MA",2020,40,3606
"MA",2020,41,4375
"MA",2020,42,4501
"MA",2020,43,5173
"MA",2020,44,8052
"MA",2020,45,9081
"MA",2020,46,14228
"MA",2020,47,18327
"MA",2020,48,18720
"MA",2020,49,19638
"MA",2020,50,35180
"MA",2020,51,34700
"MA",2020,52,31876
"MA",2020,53,31930
"MA",2021,1,36135
"MA",2021,2,44394
"MA",2021,3,32593
"MA",2021,4,28463
"MA",2021,5,21614
"MA",2021,6,17829
"MA",2021,7,12990
"MA",2021,8,11949
"MA",2021,9,10861
"MA",2021,10,10518
"MA",2021,11,11113
"MA",2021,12,13439
"MA",2021,13,15764
"MA",2021,14,14993
"MA",2021,15,14370
"MA",2021,16,11815
"MA",2021,17,9485
"MA",2021,18,7365
"MA",2021,19,5579
"MA",2021,20,4105
"MA",2021,21,2735
"MA",2021,22,1238
"MA",2021,23,1194
"MA",2021,24,620
"MA",2021,25,464
"MA",2021,26,423
"MA",2021,27,552
"MA",2021,28,1158
"MA",2021,29,2338
"MA",2021,30,3930
"MA",2021,31,6074
"MA",2021,32,7803
"MA",2021,33,8805
"MA",2021,34,9622
"MA",2021,35,11658
"MA",2021,36,10836
"MA",2021,37,13885
"MA",2021,38,12278
"MA",2021,39,11414
"MA",2021,40,9620
"MA",2021,41,9934
"MA",2021,42,9944
"MA",2021,43,9130
"MA",2021,44,9012
"MA",2021,45,11334
"MA",2021,46,15006
"MA",2021,47,20108
"MA",2021,48,19993
"MA",2021,49,33489
"MA",2021,50,33820
"MA",2021,51,43022
"MA",2021,52,61094
"MA",2022,1,127529
"MA",2022,2,166550
"MA",2022,3,113494
"MA",2022,4,77207
"MA",2022,5,39663
"MA",2022,6,22578
"MA",2022,7,13499
"MA",2022,8,10277
"MA",2022,9,6990
"MA",2022,10,5422
"MA",2022,11,5002
"MA",2022,12,5714
"MA",2022,13,7415
"MA",2022,14,8995
"MA",2022,15,12227
"MA",2022,16,14769
"MA",2022,17,16620
"MA",2022,18,20525
"MA",2022,19,27007
"MA",2022,20,32720
"MA",2022,21,25472
"MA",2022,22,17534
"MA",2022,23,16514
"MA",2022,24,12519
"MA",2022,25,9937
"MA",2022,26,10643
"MA",2022,27,9699
"MA",2022,28,4101
"MA",2022,29,7872
"MA",2022,30,11525
"MA",2022,31,11075
"MA",2022,32,10584
"MA",2022,33,9882
"MA",2022,34,9069
"MA",2022,35,8796
"MA",2022,36,8742
"MA",2022,37,7339
"MA",2022,38,9004
"MA",2022,39,10267
"MA",2022,40,20282
"MA",2022,41,8964
"MA",2022,42,8377
"MA",2022,43,8413
"MA",2022,44,6200
"MA",2022,45,6400
"MA",2022,46,5215
"MA",2022,47,5266
"MA",2022,48,5830
"MA",2022,49,8694
"MA",2022,50,9857
"MA",2022,51,10867
"MA",2022,52,9919
"MA",2023,1,11949
"MA",2023,2,11192
"MA",2023,3,8399
"MA",2023,4,7156
"MA",2023,5,7164
"MA",2023,6,5566
"MA",2023,7,5478
"MA",2023,8,5080
"MA",2023,9,4092
"MA",2023,10,3375
"MA",2023,11,3273
"MA",2023,12,2540
"MA",2023,13,2507
"MA",2023,14,2294
"MA",2023,15,1852
"MA",2023,16,1533
"MA",2023,17,1414
"MA",2023,18,1205
"MA",2023,19,1221
"MD",2020,4,0
"MD",2020,5,0
"MD",2020,6,0
"MD",2020,7,0
"MD",2020,8,0
"MD",2020,9,0
"MD",2020,10,0
"MD",2020,11,9
"MD",2020,12,77
"MD",2020,13,339
"MD",2020,14,1561
"MD",2020,15,3543
"MD",2020,16,4504
"MD",2020,17,4742
"MD",2020,18,6075
"MD",2020,19,7314
"MD",2020,20,6648
"MD",2020,21,7511
"MD",2020,22,6103
"MD",2020,23,6560
"MD",2020,24,4479
"MD",2020,25,3505
"MD",2020,26,2368
"MD",2020,27,2570
"MD",2020,28,2956
"MD",2020,29,4152
"MD",2020,30,5159
"MD",2020,31,6115
"MD",2020,32,6136
"MD",2020,33,4957
"MD",2020,34,4271
"MD",2020,35,3832
"MD",2020,36,3834
"MD",2020,37,4255
"MD",2020,38,4318
"MD",2020,39,3404
"MD",2020,40,3429
"MD",2020,41,3939
"MD",2020,42,4253
"MD",2020,43,4318
"MD",2020,44,5189
"MD",2020,45,6341
"MD",2020,46,9657
"MD",2020,47,13401
"MD",2020,48,16337
"MD",2020,49,15194
"MD",2020,50,19298
"MD",2020,51,19114
"MD",2020,52,16095
"MD",2020,53,15827
"MD",2021,1,19215
"MD",2021,2,21963
"MD",2021,3,17486
"MD",2021,4,14206
"MD",2021,5,10924
"MD",2021,6,9183
"MD",2021,7,6314
"MD",2021,8,5510
"MD",2021,9,5469
"MD",2021,10,5607
"MD",2021,11,6067
"MD",2021,12,6967
"MD",2021,13,8744
"MD",2021,14,9182
"MD",2021,15,9825
"MD",2021,16,8439
"MD",2021,17,6703
"MD",2021,18,5196
"MD",2021,19,3582
"MD",2021,20,2494
"MD",2021,21,2114
"MD",2021,22,1188
"MD",2021,23,796
"MD",2021,24,607
"MD",2021,25,417
"MD",2021,26,392
